record_id,project_id,source_project,tier,tier_label,tier1_hit_count,tier1_rule_combo,tier1_triggered,soft_triggered,all_rules_triggered,total_rules_fired,giftcard_decision,classification,sub_classification
322,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
324,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
325,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
327,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
329,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
331,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
332,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
334,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
335,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
342,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
344,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
345,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
350,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
351,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
352,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
354,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
356,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
358,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
36,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
366,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
367,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
368,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
37,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
385,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
387,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
39,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
391,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
392,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
397,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
40,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
400,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
401,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
406,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
411,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
412,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
417,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
419,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
420,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
423,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
429,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
43,4581,dirty_4581,3,Uncertain,0,none,none,R3,R3,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
430,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
433,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
434,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
435,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
436,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
438,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
439,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
44,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
441,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
443,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
444,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
446,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
447,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
448,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
449,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
454,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
457,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
458,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
460,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
461,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
463,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
466,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
467,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
468,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
471,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
473,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
475,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
476,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
477,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
482,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
487,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
489,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
493,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
494,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
495,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
496,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
497,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
498,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
499,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
500,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
501,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
502,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
503,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
505,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
508,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
51,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
510,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
515,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
516,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
517,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
519,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
521,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
523,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
524,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
525,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
526,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
53,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
532,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
534,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
536,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
539,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
541,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
542,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
547,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
550,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
551,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
552,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
553,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
555,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
557,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
563,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
565,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
569,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
572,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
573,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
576,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
577,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
581,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
583,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
585,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
586,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
587,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
588,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
590,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
591,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
592,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
593,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
594,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
595,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
598,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
599,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
601,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
603,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
604,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
605,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
610,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
612,4581,dirty_4581,3,Uncertain,0,none,none,R3,R3,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
617,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
631,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
634,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
635,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
636,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
637,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
655,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
658,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
660,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
661,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
662,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
663,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
664,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
671,4581,dirty_4581,3,Uncertain,0,none,none,R4,R4,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
681,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
682,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
683,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
686,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
687,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
689,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
692,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
694,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
696,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
699,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
702,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
704,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
705,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
707,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
711,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
718,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
722,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
724,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
725,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
726,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
727,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
728,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
729,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
73,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
736,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
738,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
740,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
741,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
744,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
747,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
749,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
750,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
751,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
752,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
753,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
760,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
761,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
763,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
765,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
77,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
770,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
771,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
774,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
776,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
78,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
780,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
781,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
787,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
788,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
79,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
790,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
793,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
794,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
795,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
796,4581,dirty_4581,3,Uncertain,0,none,none,R6,R6,1,eligible_low_risk_review,Likely Real Caregiver,Likely Real Caregiver
