uid,record_id,tier,tier_label,tier1_hit_count,tier1_rule_combo,soft_triggered_rules,giftcard_decision,decision_reason
4581_1564,1564,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1565,1565,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1566,1566,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1567,1567,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1568,1568,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1572,1572,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1574,1574,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1575,1575,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1577,1577,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1578,1578,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1580,1580,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1584,1584,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1586,1586,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1589,1589,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1590,1590,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1594,1594,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1596,1596,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_160,160,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1601,1601,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1603,1603,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1604,1604,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1606,1606,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1609,1609,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1610,1610,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1613,1613,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1614,1614,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1615,1615,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1619,1619,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_162,162,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1620,1620,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1622,1622,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1625,1625,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1630,1630,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1631,1631,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1632,1632,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1637,1637,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1638,1638,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1641,1641,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1643,1643,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1647,1647,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1649,1649,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_165,165,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1650,1650,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1653,1653,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1656,1656,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1660,1660,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1666,1666,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1668,1668,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1669,1669,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1674,1674,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1677,1677,3,Uncertain,0,none,R3,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_168,168,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_169,169,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1690,1690,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1691,1691,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1693,1693,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1694,1694,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1695,1695,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1697,1697,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_170,170,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1703,1703,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1704,1704,3,Uncertain,0,none,R3,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_171,171,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1710,1710,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1711,1711,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_172,172,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1724,1724,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1730,1730,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1731,1731,3,Uncertain,0,none,R3,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1736,1736,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1737,1737,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1738,1738,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1739,1739,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_174,174,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1740,1740,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1742,1742,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1743,1743,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1744,1744,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1746,1746,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1747,1747,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1750,1750,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1751,1751,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1753,1753,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1755,1755,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_176,176,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1766,1766,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_177,177,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_1770,1770,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_184,184,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_186,186,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_188,188,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_191,191,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_192,192,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_194,194,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_197,197,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_198,198,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_199,199,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_201,201,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_202,202,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_208,208,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_209,209,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_213,213,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_214,214,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_218,218,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_221,221,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_224,224,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_228,228,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_230,230,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_232,232,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_233,233,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_236,236,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_239,239,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_240,240,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_243,243,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_245,245,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_246,246,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_251,251,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_253,253,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_254,254,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_257,257,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_259,259,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_26,26,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_260,260,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_264,264,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_266,266,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_270,270,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_271,271,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_272,272,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_274,274,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_275,275,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_277,277,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_278,278,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_279,279,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_280,280,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_281,281,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_282,282,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_284,284,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_286,286,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_287,287,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_290,290,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_291,291,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_299,299,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_3,3,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_300,300,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_301,301,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_303,303,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_305,305,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_307,307,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_308,308,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_309,309,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_310,310,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_311,311,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_312,312,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_313,313,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_315,315,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_316,316,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_318,318,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_322,322,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_324,324,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_325,325,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_327,327,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_329,329,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_331,331,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_332,332,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_334,334,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_335,335,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_342,342,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_344,344,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_345,345,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_350,350,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_351,351,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_352,352,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_354,354,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_356,356,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_358,358,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_36,36,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_366,366,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_367,367,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_368,368,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_37,37,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_385,385,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_387,387,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_39,39,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_391,391,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_392,392,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_397,397,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_40,40,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_400,400,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_401,401,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_406,406,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_411,411,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_412,412,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_417,417,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_419,419,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_420,420,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_423,423,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_429,429,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_43,43,3,Uncertain,0,none,R3,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_430,430,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_433,433,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_434,434,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_435,435,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_436,436,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_438,438,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_439,439,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_44,44,3,Uncertain,0,none,R4,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_441,441,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_443,443,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_444,444,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_446,446,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_447,447,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_448,448,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_449,449,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_454,454,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_457,457,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_458,458,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_460,460,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
4581_461,461,3,Uncertain,0,none,R6,eligible_low_risk_review,Tier 3 with no Tier 1 rule hits; one soft suspicion rule only
